node	type
26580	gene
55711	gene
90161	gene
6388	gene
4758	gene
3182	gene
8774	gene
9518	gene
84319	gene
89874	gene
80213	gene
23071	gene
79178	gene
79053	gene
80222	gene
80267	gene
79699	gene
55116	gene
55226	gene
51202	gene
51611	gene
170506	gene
23509	gene
64093	gene
79080	gene
64848	gene
84154	gene
57142	gene
57050	gene
29085	gene
85364	gene
26010	gene
54602	gene
8886	gene
55131	gene
55003	gene
29766	gene
23196	gene
23787	gene
51495	gene
57622	gene
54480	gene
10157	gene
23264	gene
51191	gene
58155	gene
22913	gene
23603	gene
26993	gene
10544	gene
51121	gene
10885	gene
617	gene
23588	gene
25980	gene
50999	gene
51491	gene
25873	gene
10525	gene
26608	gene
51096	gene
26521	gene
29968	gene
28969	gene
DB01095	drug
DB01395	drug
DB06607	drug
DB00255	drug
DB00145	drug
DB13996	drug
DB04106	drug
DB02857	drug
DB11963	drug
DB09118	drug
DB01014	drug
DB00454	drug
DB03147	drug
DB16446	drug
DB13044	drug
DB15534	drug
DB00092	drug
DB05103	drug
DB06371	drug
DB05254	drug
DB08818	drug
DB14669	drug
DB05149	drug
DB02300	drug
DB12978	drug
DB06021	drug
DB04224	drug
DB00834	drug
DB00910	drug
DB13944	drug
DB00784	drug
DB12565	drug
DB01108	drug
DB01956	drug
DB00993	drug
DB05471	drug
DB05101	drug
DB01118	drug
DB13930	drug
DB01063	drug
DB04855	drug
DB13956	drug
DB04575	drug
DB01283	drug
DB00860	drug
DB12114	drug
DB01056	drug
DB12961	drug
DB00203	drug
DB11703	drug
DB16707	drug
DB09122	drug
DB06116	drug
DB00144	drug
DB01520	drug
DB13164	drug
DB05913	drug
DB11755	drug
DB00946	drug
DB00532	drug
DB04725	drug
DB00909	drug
DB06307	drug
DB05464	drug
DB11945	drug
DB03615	drug
DB16474	drug
DB06495	drug
DB16862	drug
DB06404	drug
DB09092	drug
DB00712	drug
DB00675	drug
DB00838	drug
DB01158	drug
DB00846	drug
DB02587	drug
DB15035	drug
DB05295	drug
DB06710	drug
DB00622	drug
DB00074	drug
DB00338	drug
DB13926	drug
DB05183	drug
DB00068	drug
DB09035	drug
DB00022	drug
DB09214	drug
DB05552	drug
DB06401	drug
DB09054	drug
DB00055	drug
DB01261	drug
DB09103	drug
DB06374	drug
DB14490	drug
DB00499	drug
DB14649	drug
DB14481	drug
DB01427	drug
DB15822	drug
DB05391	drug
DB05110	drug
DB05916	drug
DB00394	drug
DB00331	drug
DB00928	drug
DB12872	drug
DB01182	drug
DB12847	drug
DB06718	drug
DB05481	drug
DB00596	drug
DB00351	drug
DB12141	drug
DB04971	drug
DB05259	drug
DB00105	drug
DB16309	drug
DB05785	drug
DB08398	drug
DB16695	drug
DB00223	drug
DB00908	drug
DB07941	drug
DB13167	drug
DB11328	drug
DB11811	drug
DB11752	drug
DB05327	drug
DB06423	drug
DB01020	drug
DB12843	drug
DB01136	drug
DB00541	drug
DB11595	drug
DB00465	drug
DB16407	drug
DB01098	drug
DB05198	drug
DB05969	drug
DB04901	drug
DB00288	drug
DB02342	drug
DB00502	drug
DB06273	drug
DB00192	drug
DB11793	drug
DB08911	drug
DB11828	drug
DB15762	drug
DB11823	drug
DB00823	drug
DB15768	drug
DB05301	drug
DB00591	drug
DB00061	drug
DB05097	drug
DB14568	drug
DB11967	drug
DB04223	drug
DB12121	drug
DB00244	drug
DB05697	drug
DB12715	drug
DB14904	drug
DB09559	drug
DB06061	drug
DB00721	drug
DB06203	drug
DB01029	drug
DB03754	drug
DB05801	drug
DB00665	drug
DB14989	drug
DB07943	drug
DB12688	drug
DB11312	drug
DB01050	drug
DB11976	drug
DB03756	drug
DB01296	drug
DB01248	drug
DB06616	drug
DB05299	drug
DB05099	drug
DB00269	drug
DB04956	drug
DB05941	drug
DB00281	drug
DB01185	drug
DB06262	drug
DB00441	drug
DB13257	drug
DB00361	drug
DB12450	drug
DB01035	drug
DB00120	drug
DB08871	drug
DB01262	drug
DB05387	drug
DB00912	drug
DB15569	drug
DB09216	drug
DB00494	drug
DB01021	drug
DB11730	drug
DB00317	drug
DB09019	drug
DB00720	drug
DB11767	drug
DB14491	drug
DB00473	drug
DB00687	drug
DB13146	drug
DB06127	drug
DB11294	drug
DB09212	drug
DB00015	drug
DB15566	drug
DB15769	drug
DB01436	drug
DB01303	drug
DB08912	drug
DB06642	drug
DB05513	drug
DB06318	drug
DB14543	drug
DB12235	drug
DB13998	drug
DB03796	drug
DB04209	drug
DB06151	drug
DB09061	drug
DB04849	drug
DB01073	drug
DB05854	drug
DB12317	drug
DB13009	drug
DB00054	drug
DB05294	drug
DB00008	drug
DB00435	drug
DB00157	drug
DB15771	drug
DB00280	drug
DB00749	drug
DB01933	drug
DB00754	drug
DB01138	drug
DB06372	drug
DB00171	drug
DB05675	drug
DB00346	drug
DB11858	drug
DB09078	drug
DB02659	drug
DB01345	drug
DB15327	drug
DB06233	drug
DB11952	drug
DB00323	drug
DB00328	drug
DB05758	drug
DB13615	drug
DB05932	drug
DB05095	drug
DB00480	drug
DB01378	drug
DB01357	drug
DB01234	drug
DB16515	drug
DB08865	drug
DB08915	drug
DB00677	drug
DB08855	drug
DB06773	drug
DB06444	drug
DB01418	drug
DB09270	drug
DB00590	drug
DB09241	drug
DB14009	drug
DB06436	drug
DB04868	drug
DB00707	drug
DB16411	drug
DB00277	drug
DB00995	drug
DB06070	drug
DB06694	drug
DB01593	drug
DB11193	drug
DB00307	drug
DB01410	drug
DB06137	drug
DB06533	drug
DB01250	drug
DB04839	drug
DB13155	drug
DB02901	drug
DB05184	drug
DB07159	drug
DB15406	drug
DB04851	drug
DB00132	drug
DB08867	drug
DB00631	drug
DB09069	drug
DB00988	drug
DB13158	drug
DB11338	drug
DB06217	drug
DB00175	drug
DB05121	drug
DB00034	drug
DB12010	drug
DB00041	drug
DB06245	drug
DB11995	drug
DB06447	drug
DB14507	drug
DB12140	drug
DB00936	drug
DB14967	drug
DB08814	drug
DB14917	drug
DB05075	drug
DB05524	drug
DB07215	drug
DB06152	drug
DB06412	drug
DB00159	drug
DB13751	drug
DB01873	drug
DB05472	drug
DB14724	drug
DB12589	drug
DB12267	drug
DB16690	drug
DB01401	drug
DB01281	drug
DB00661	drug
DB01367	drug
DB00129	drug
DB04974	drug
DB05289	drug
DB00741	drug
DB06408	drug
DB04892	drug
DB12980	drug
DB11973	drug
DB00469	drug
DB11986	drug
DB00580	drug
DB01024	drug
DB01430	drug
DB01260	drug
DB00056	drug
DB04891	drug
DB00511	drug
DB05243	drug
DB02709	drug
DB01125	drug
DB00360	drug
DB14517	drug
DB00201	drug
DB12379	drug
DB15770	drug
DB12483	drug
DB08846	drug
DB01097	drug
DB15442	drug
DB07101	drug
DB12255	drug
DB05423	drug
DB00121	drug
DB01259	drug
DB00393	drug
DB01399	drug
DB00136	drug
DB04468	drug
DB05773	drug
DB15434	drug
DB00655	drug
DB00154	drug
DB05187	drug
DB06779	drug
DB01222	drug
DB00812	drug
DB16640	drug
DB01132	drug
DB06782	drug
DB00991	drug
DB00130	drug
DB01039	drug
DB05207	drug
DB14533	drug
DB13048	drug
DB12637	drug
DB02266	drug
DB00042	drug
DB04820	drug
DB00020	drug
DB01435	drug
DB05146	drug
DB14707	drug
DB08901	drug
DB02568	drug
DB11263	drug
DB00554	drug
DB11079	drug
DB11682	drug
DB05420	drug
DB12731	drug
DB13170	drug
DB01228	drug
DB04919	drug
DB05403	drug
DB14548	drug
DB00851	drug
DB00091	drug
DB06599	drug
DB11626	drug
DB00774	drug
DB09079	drug
DB14975	drug
DB11921	drug
DB12334	drug
DB00914	drug
DB05194	drug
DB12499	drug
DB01183	drug
DB06154	drug
DB01406	drug
DB00731	drug
DB13173	drug
DB03010	drug
DB15694	drug
DB00716	drug
DB11581	drug
DB05223	drug
DB12548	drug
DB00119	drug
DB00126	drug
DB04930	drug
DB11718	drug
DB13867	drug
DB11359	drug
DB00337	drug
DB05869	drug
DB00539	drug
DB06725	drug
DB01244	drug
DB04573	drug
DB00098	drug
DB12328	drug
DB03088	drug
DB12816	drug
DB00298	drug
DB04985	drug
DB05157	drug
DB01370	drug
DB00623	drug
DB05966	drug
DB14488	drug
DB04875	drug
DB11327	drug
DB01992	drug
DB04326	drug
DB01119	drug
DB06241	drug
DB12651	drug
DB04824	drug
DB00025	drug
DB00811	drug
DB00364	drug
DB09318	drug
DB01188	drug
DB00173	drug
DB09213	drug
DB04998	drug
DB16007	drug
DB06185	drug
DB13003	drug
DB04933	drug
DB13933	drug
DB00156	drug
DB06083	drug
DB00624	drug
DB08142	drug
DB04272	drug
DB01110	drug
DB05025	drug
DB11633	drug
DB15627	drug
DB00197	drug
DB05831	drug
DB04973	drug
DB00686	drug
DB01005	drug
DB09108	drug
DB05501	drug
DB06186	drug
DB05204	drug
DB08910	drug
DB05412	drug
DB00013	drug
DB12159	drug
DB09095	drug
DB06081	drug
DB09330	drug
DB09036	drug
DB05943	drug
DB01088	drug
DB06774	drug
DB14042	drug
DB05282	drug
DB04540	drug
DB09371	drug
DB06809	drug
DB15102	drug
DB03366	drug
DB14751	drug
DB09064	drug
DB15303	drug
DB06560	drug
DB11075	drug
DB13346	drug
DB15119	drug
DB14489	drug
DB00788	drug
DB14512	drug
DB00421	drug
DB05217	drug
DB01608	drug
DB00367	drug
DB15347	drug
DB01277	drug
DB04958	drug
DB06681	drug
DB16652	drug
DB16390	drug
DB05304	drug
DB06492	drug
DB12202	drug
DB00379	drug
DB05944	drug
DB05260	drug
DB12709	drug
DB00112	drug
DB11064	drug
DB00621	drug
DB11693	drug
DB01223	drug
DB00586	drug
DB05959	drug
DB12018	drug
DB13934	drug
DB15170	drug
DB11731	drug
DB09317	drug
DB14059	drug
DB05961	drug
DB09301	drug
DB04630	drug
DB14541	drug
DB13952	drug
DB01099	drug
DB00051	drug
DB11619	drug
DB11834	drug
DB16756	drug
DB00608	drug
DB01645	drug
DB05469	drug
DB01128	drug
DB05096	drug
DB08382	drug
DB00900	drug
DB00641	drug
DB05014	drug
DB11611	drug
DB00540	drug
DB11723	drug
DB00009	drug
DB11120	drug
DB01142	drug
DB16418	drug
DB00459	drug
DB06603	drug
DB11942	drug
DB08995	drug
DB08885	drug
DB13873	drug
DB01017	drug
DB06410	drug
DB15043	drug
DB15598	drug
DB08916	drug
DB05848	drug
DB00515	drug
DB15773	drug
DB06314	drug
DB00800	drug
DB01186	drug
DB07933	drug
DB14050	drug
DB00163	drug
DB00002	drug
DB00949	drug
DB15765	drug
DB13995	drug
DB06652	drug
DB06366	drug
DB08904	drug
DB05258	drug
DB15568	drug
DB01047	drug
DB05202	drug
DB09091	drug
DB13127	drug
DB00108	drug
DB11672	drug
DB00005	drug
DB05268	drug
DB14762	drug
DB00174	drug
DB06335	drug
DB13999	drug
DB11219	drug
DB06077	drug
DB13955	drug
DB15149	drug
DB05001	drug
DB01022	drug
DB00966	drug
DB00575	drug
DB05297	drug
DB09130	drug
DB01169	drug
DB00893	drug
DB05111	drug
DB01327	drug
DB11901	drug
DB12662	drug
DB00973	drug
DB11764	drug
DB00036	drug
DB11606	drug
DB04835	drug
DB09074	drug
DB03017	drug
DB06103	drug
DB00125	drug
DB14539	drug
DB06144	drug
DB12307	drug
DB06595	drug
DB01067	drug
DB01600	drug
DB01109	drug
DB04869	drug
DB05492	drug
DB01009	drug
DB06133	drug
DB05234	drug
DB15685	drug
DB04847	drug
DB06641	drug
DB08094	drug
DB00252	drug
DB00396	drug
DB05889	drug
DB07063	drug
DB05956	drug
DB00286	drug
DB00180	drug
DB00155	drug
DB00253	drug
DB14996	drug
DB09053	drug
DB04657	drug
DB12756	drug
DB01254	drug
DB09149	drug
DB11962	drug
DB00316	drug
DB08860	drug
DB16318	drug
DB05968	drug
DB14596	drug
DB05487	drug
DB00523	drug
DB14864	drug
DB06082	drug
DB06207	drug
DB10772	drug
DB05212	drug
DB05662	drug
DB16099	drug
DB01708	drug
DB06080	drug
DB08439	drug
DB05165	drug
DB01197	drug
DB05374	drug
DB00984	drug
DB00227	drug
DB05203	drug
DB01628	drug
DB06098	drug
DB01130	drug
DB00211	drug
DB06543	drug
DB03255	drug
DB00029	drug
DB11601	drug
DB11737	drug
DB14040	drug
DB12274	drug
DB08954	drug
DB12116	drug
DB14700	drug
DB01270	drug
DB00852	drug
DB05475	drug
DB00324	drug
DB12941	drug
DB05931	drug
DB01268	drug
DB00706	drug
DB00877	drug
DB12965	drug
DB00868	drug
DB06042	drug
DB11348	drug
DB06202	drug
DB00110	drug
DB13152	drug
DB00368	drug
DB00717	drug
DB01380	drug
DB00169	drug
DB00756	drug
DB15772	drug
DB00431	drug
DB11639	drug
DB09535	drug
DB05015	drug
DB06589	drug
DB12645	drug
DB06521	drug
DB00170	drug
DB12500	drug
DB05190	drug
DB00636	drug
DB12062	drug
DB11830	drug
DB00390	drug
DB05679	drug
DB01407	drug
DB07138	drug
DB00181	drug
DB09237	drug
DB11311	drug
DB08908	drug
DB11323	drug
DB00500	drug
DB06606	drug
DB06157	drug
DB02424	drug
DB00620	drug
DB13123	drug
DB06246	drug
DB05319	drug
DB01195	drug
DB00843	drug
DB09020	drug
DB00451	drug
DB06674	drug
DB00977	drug
DB06194	drug
DB01070	drug
DB05241	drug
DB00243	drug
DB04216	drug
DB00279	drug
DB09112	drug
DB03904	drug
DB11133	drug
DB08834	drug
DB05984	drug
DB14845	drug
DB00845	drug
DB00128	drug
DB00547	drug
DB00142	drug
DB09517	drug
DB14518	drug
DB00069	drug
DB07232	drug
DB08895	drug
DB12598	drug
DB01033	drug
DB01065	drug
DB00321	drug
DB00461	drug
DB00063	drug
DB06011	drug
DB11641	drug
DB08687	drug
DB12960	drug
DB05088	drug
DB16019	drug
DB01092	drug
DB01064	drug
DB06736	drug
DB06757	drug
DB00870	drug
DB14973	drug
DB01026	drug
DB00814	drug
DB06287	drug
DB16668	drug
DB01396	drug
DB00118	drug
DB00028	drug
DB05210	drug
DB05169	drug
DB01320	drug
DB12340	drug
DB11644	drug
DB14041	drug
DB05305	drug
DB11886	drug
DB01275	drug
DB13943	drug
DB04258	drug
DB00841	drug
DB06518	drug
DB12698	drug
DB14785	drug
DB15617	drug
DB00692	drug
DB00864	drug
DB00198	drug
DB05668	drug
DB15766	drug
DB05895	drug
DB00573	drug
DB00626	drug
DB04863	drug
DB12228	drug
DB04912	drug
DB08486	drug
DB00443	drug
DB01289	drug
DB09037	drug
DB05814	drug
DB04938	drug
DB11300	drug
DB07715	drug
DB05364	drug
DB00682	drug
DB01048	drug
DB11093	drug
DB05578	drug
DB00282	drug
DB04335	drug
DB03193	drug
DB00619	drug
DB00924	drug
DB04876	drug
DB13931	drug
DB06536	drug
DB11937	drug
DB04115	drug
DB05992	drug
DB01428	drug
DB01404	drug
DB00095	drug
DB01269	drug
DB06153	drug
DB06486	drug
DB00039	drug
DB08888	drug
DB05459	drug
DB12332	drug
DB15767	drug
DB05150	drug
DB05938	drug
DB13953	drug
DB11605	drug
DB00786	drug
DB06472	drug
DB06497	drug
DB05846	drug
DB05470	drug
DB11632	drug
DB14498	drug
DB12191	drug
DB01078	drug
DB16820	drug
DB04519	drug
DB00755	drug
DB04879	drug
DB00083	drug
DB05855	drug
DB09389	drug
DB01133	drug
DB04574	drug
DB14544	drug
DB00935	drug
DB00903	drug
DB00011	drug
DB00146	drug
DB14499	drug
DB00527	drug
DB05429	drug
DB00452	drug
DB05559	drug
DB01200	drug
DB16703	drug
DB08931	drug
DB00153	drug
DB13151	drug
DB13877	drug
DB00668	drug
DB05233	drug
DB05906	drug
DB16630	drug
DB00210	drug
DB00696	drug
DB12695	drug
DB06360	drug
DB00594	drug
DB00925	drug
DB14738	drug
DB00123	drug
DB06229	drug
DB01229	drug
DB08604	drug
DB00135	drug
DB14509	drug
DB11077	drug
DB14542	drug
DB08868	drug
DB06226	drug
DB15248	drug
DB00746	drug
DB00206	drug
DB15227	drug
DB09332	drug
DB01393	drug
DB11791	drug
DB00588	drug
DB09329	drug
DB05983	drug
DB00388	drug
DB00233	drug
DB14922	drug
DB06101	drug
DB00769	drug
DB01076	drug
DB05744	drug
DB00947	drug
DB00945	drug
DB14501	drug
DB04703	drug
DB12147	drug
DB00111	drug
DB11841	drug
DB00783	drug
DB00266	drug
DB02701	drug
DB00031	drug
DB12742	drug
DB06249	drug
DB05416	drug
DB11571	drug
DB08862	drug
DB01013	drug
DB00498	drug
DB11914	drug
DB16656	drug
DB14999	drug
DB03044	drug
DB01632	drug
DB01611	drug
DB05434	drug
DB01403	drug
DB05147	drug
DB06637	drug
DB09568	drug
DB01419	drug
DB00493	drug
DB04743	drug
DB01481	drug
DB00240	drug
DB08899	drug
DB01420	drug
DB01426	drug
DB01942	drug
DB05404	drug
DB08896	drug
DB09148	drug
DB11714	drug
DB16417	drug
DB00959	drug
DB00530	drug
DB01346	drug
DB05134	drug
DB00605	drug
DB00663	drug
DB00072	drug
DB05767	drug
DB08162	drug
DB01590	drug
DB11689	drug
DB00740	drug
DB06433	drug
DB05408	drug
DB05451	drug
DB05507	drug
DB00304	drug
DB11772	drug
DB00775	drug
DB08882	drug
DB01120	drug
DB00458	drug
DB05024	drug
DB08906	drug
DB06802	drug
DB11817	drug
DB09151	drug
DB09228	drug
DB09086	drug
DB15133	drug
DB04090	drug
DB01411	drug
DB13133	drug
DB05218	drug
DB11652	drug
DB00313	drug
DB06510	drug
DB00890	drug
DB14776	drug
DB05446	drug
DB01083	drug
DB06195	drug
DB11201	drug
DB16267	drug
DB13783	drug
DB14011	drug
DB14583	drug
DB05787	drug
DB16650	drug
DB05141	drug
DB01592	drug
DB01252	drug
DB05798	drug
DB14500	drug
DB10770	drug
DB00033	drug
DB00276	drug
DB00957	drug
DB00570	drug
DB11094	drug
DB05003	drug
DB00750	drug
DB06626	drug
DB00688	drug
DB04988	drug
DB00630	drug
DB06713	drug
DB05284	drug
DB04977	drug
DB00821	drug
DB09336	drug
DB05882	drug
DB00481	drug
DB00615	drug
DB12001	drug
DB01394	drug
DB13961	drug
DB00114	drug
DB00242	drug
DB06781	drug
DB00533	drug
DB05428	drug
DB00131	drug
DB08804	drug
DB00412	drug
DB11607	drug
DB11638	drug
DB13954	drug
DB00018	drug
DB00997	drug
DB05890	drug
DB00861	drug
DB00482	drug
DB14840	drug
DB00100	drug
DB14580	drug
DB11572	drug
DB00248	drug
DB11071	drug
DB00795	drug
DB05383	drug
DB09073	drug
DB06819	drug
DB00603	drug
DB02712	drug
DB14540	drug
DB12169	drug
DB14004	drug
DB05533	drug
DB05017	drug
DB08875	drug
DB05033	drug
DB16694	drug
DB00939	drug
DB04895	drug
DB01241	drug
DB00075	drug
DB08079	drug
DB00204	drug
DB02546	drug
DB09282	drug
DB00513	drug
DB06050	drug
DB14487	drug
DB12034	drug
DB12200	drug
DB00060	drug
DB11697	drug
DB00065	drug
DB05303	drug
DB01189	drug
DB01077	drug
DB00882	drug
DB12015	drug
DB11771	drug
DB05239	drug
DB15091	drug
DB00045	drug
DB05484	drug
DB15628	drug
DB09123	drug
DB02772	drug
DB05879	drug
DB12442	drug
DB09140	drug
DB13501	drug
DB00143	drug
DB15690	drug
DB06176	drug
DB16778	drug
DB13949	drug
DB12129	drug
DB00896	drug
DB14520	drug
DB13967	drug
DB09422	drug
DB05424	drug
DB16265	drug
DB00004	drug
DB15233	drug
DB00398	drug
DB11124	drug
DB05448	drug
DB06468	drug
DB06584	drug
DB05490	drug
DB11760	drug
DB00723	drug
DB00635	drug
DB09369	drug
DB00963	drug
DB04796	drug
DB01162	drug
DB00648	drug
DB00753	drug
DB14892	drug
DB14631	drug
DB08877	drug
DB11800	drug
DB05495	drug
DB08813	drug
DB13946	drug
DB16657	drug
DB01179	drug
DB01196	drug
DB03496	drug
DB05971	drug
DB00680	drug
DB14723	drug
DB00457	drug
DB09070	drug
C0079153	disease
C0796004	disease
C0035934	disease
C0342185	disease
C1970712	disease
C3665704	disease
C0272340	disease
C1843463	disease
C1833030	disease
C0266313	disease
C1855796	disease
C0032000	disease
C0268389	disease
C0026764	disease
C0025202	disease
C4551859	disease
C0009402	disease
C3280586	disease
C0023467	disease
C0023487	disease
C0024117	disease
C0002736	disease
C2697932	disease
C0011860	disease
C1721006	disease
C0268237	disease
C0796059	disease
C1840296	disease
C0004153	disease
C0015934	disease
C0018801	disease
C0018802	disease
C0020538	disease
C0027051	disease
C0085580	disease
C0011881	disease
C0376358	disease
C0002395	disease
C0007102	disease
C0024301	disease
C0024305	disease
C0919267	disease
C1140680	disease
C2239176	disease
C0023827	disease
C0205824	disease
C1370889	disease
C0006142	disease
C0027662	disease
C0678222	disease
C0001418	disease
C0004763	disease
C0007134	disease
C0009319	disease
C0009375	disease
C0011581	disease
C0014175	disease
C0014859	disease
C0020429	disease
C0027627	disease
C0038358	disease
C1839736	disease
C0015967	disease
C0011884	disease
C0033578	disease
C0021368	disease
C0023890	disease
C0007138	disease
C0017658	disease
C0034069	disease
C0032460	disease
C0036341	disease
C0038220	disease
C0017668	disease
C0019562	disease
C0162671	disease
C0026640	disease
C0041696	disease
C0016059	disease
C0242350	disease
C0265965	disease
C1879321	disease
C0018800	disease
C0239981	disease
C2609414	disease
C0023904	disease
C0024668	disease
C0011853	disease
C0023434	disease
C0024299	disease
C0035304	disease
C0151779	disease
C1512419	disease
C1833662	disease
C0013604	disease
C2931735	disease
C4551675	disease
C0026998	disease
C0007786	disease
C0035126	disease
C0270824	disease
C0006845	disease
C1866070	disease
C0022658	disease
C0494261	disease
C0268135	disease
C0599973	disease
C1850169	disease
C4551527	disease
C0035335	disease
C0220633	disease
C1853118	disease
C0750384	disease
C1833296	disease
C0029463	disease
C2717906	disease
C1832388	disease
C0149925	disease
C3151085	disease
C2677338	disease
C0024141	disease
C1260899	disease
C0043346	disease
C1853139	disease
C0085390	disease
C1836482	disease
C0338451	disease
C1836076	disease
C1843832	disease
C2676137	disease
C0025286	disease
C0014544	disease
C0022665	disease
C0005684	disease
C0019243	disease
C1852700	disease
C0751483	disease
C2675860	disease
C0265219	disease
C0025500	disease
C0279702	disease
C0340970	disease
C0740457	disease
C3280642	disease
C0242379	disease
C0005695	disease
C2931456	disease
C1862892	disease
C0040034	disease
C3463824	disease
C0345967	disease
C1458155	disease
C0338462	disease
C0003873	disease
C2751260	disease
C3714756	disease
C4721806	disease
C0024623	disease
C0677776	disease
C1142166	disease
C1859062	disease
C1261473	disease
C1879286	disease
C4551804	disease
C1832680	disease
C0017638	disease
C0030297	disease
C1837915	disease
C1861678	disease
C0025149	disease
C0206711	disease
C1306837	disease
C0038644	disease
C2751898	disease
C0024121	disease
C0206686	disease
C0346647	disease
C0031511	disease
C0685889	disease
C0205770	disease
C1837845	disease
C0009404	disease
C0010276	disease
C0079218	disease
C0206624	disease
C0007193	disease
C0023976	disease
C0340493	disease
C0006118	disease
C0023903	disease
C0037286	disease
C0235974	disease
C0546837	disease
C2931822	disease
C0032461	disease
C1859972	disease
C0007131	disease
C0007114	disease
C0007137	disease
C0018923	disease
C0079772	disease
C0153381	disease
C0206698	disease
C0279626	disease
C0345904	disease
C0345905	disease
C0549473	disease
C0555198	disease
C0033860	disease
C0035328	disease
C0038356	disease
C0205969	disease
C3805278	disease
C0205645	disease
C0020541	disease
C0205944	disease
C0205641	disease
C0205945	disease
C0259783	disease
C3714644	disease
C4704874	disease
C0027708	disease
C0152013	disease
C0239946	disease
C0020542	disease
C0004238	disease
C0040479	disease
C0001618	disease
C0002152	disease
C0007621	disease
C0010606	disease
C0018671	disease
C0019207	disease
C0019208	disease
C0022116	disease
C0029925	disease
C0038433	disease
C0085136	disease
C0086404	disease
C0205642	disease
C0205643	disease
C0205644	disease
C0302592	disease
C0428791	disease
C0431109	disease
C0684249	disease
C0876994	disease
C1168401	disease
C1257931	disease
C4721610	disease
C0600518	disease
C0030421	disease
C1527405	disease
C0037052	disease
C0027819	disease
C1838539	disease
C0007873	disease
C0858252	disease
C0026769	disease
C0393559	disease
C0175703	disease
C1836635	disease
C3150939	disease
C1849348	disease
C2674574	disease
C0152018	disease
C0206634	disease
C1333990	disease
C1860896	disease
C1868512	disease
C2931498	disease
C0023893	disease
C0024796	disease
C0220710	disease
C1834674	disease
C0018609	disease
C1850451	disease
C0410179	disease
C3808991	disease
C2677535	disease
C3279885	disease
C2677567	disease
C0265987	disease
C0268654	disease
C1836602	disease
C2676782	disease
C0393591	disease
C0432254	disease
C1843504	disease
C1970173	disease
C0543541	disease
C0004096	disease
C0006625	disease
C0011570	disease
C0028754	disease
C0268281	disease
C2931673	disease
C0013421	disease
C0276226	disease
C1384666	disease
C0022661	disease
C0020456	disease
C0036982	disease
C0740392	disease
C0014474	disease
C0019385	disease
C0026850	disease
C0242422	disease
C0497327	disease
C4551693	disease
C0043207	disease
C1956097	disease
C1838612	disease
C0432246	disease
C1848534	disease
C2931002	disease
C2751320	disease
C3280358	disease
C0795996	disease
C0005586	disease
C1835813	disease
C1833021	disease
C0010495	disease
C0268351	disease
C1850168	disease
C1864908	disease
C3714534	disease
C0796149	disease
C0012236	disease
C0030193	disease
C0220704	disease
C0265202	disease
C0600427	disease
C0005587	disease
C0795907	disease
C1263846	disease
C0451641	disease
C1838979	disease
C0796117	disease
C0268350	disease
C1842362	disease
C1869115	disease
C0265313	disease
C1833219	disease
C0024814	disease
C0265287	disease
C1843366	disease
C3554439	disease
C1861456	disease
C1855705	disease
C0268553	disease
C0013581	disease
C3489726	disease
C1836906	disease
C1970239	disease
C2678483	disease
C1858556	disease
C1855923	disease
C0268556	disease
C1321551	disease
C4721845	disease
C0035334	disease
C0151744	disease
C1869114	disease
C4016054	disease
C4277682	disease
C0349788	disease
C0878544	disease
C2676721	disease
C2937358	disease
C0079504	disease
C0936256	disease
C2936921	disease
C0162872	disease
C0003706	disease
C1851945	disease
C3888090	disease
C0268596	disease
C1864002	disease
C0266006	disease
C4282398	disease
C0023264	disease
C0268226	disease
C2931850	disease
C2675512	disease
C1855188	disease
C1859298	disease
C0026697	disease
C1857719	disease
C0221356	disease
C0743332	disease
C0268228	disease
C1621958	disease
C0020550	disease
C1961099	disease
C0393598	disease
C4316810	disease
C0010278	disease
C0022595	disease
C0265971	disease
C2750080	disease
C2677481	disease
C0085110	disease
C2750081	disease
C0740302	disease
C2749936	disease
C0002896	disease
C2675511	disease
C0853897	disease
C0018799	disease
C0027055	disease
C0024899	disease
C0080024	disease
C0238198	disease
C4014261	disease
C1862871	disease
C2750069	disease
C1148551	disease
C0546264	disease
C0272066	disease
C0221013	disease
C1836448	disease
C1836765	disease
C1136033	disease
C3179349	disease
C1336708	disease
C0431399	disease
C4551474	disease
C0023461	disease
C1846142	disease
C0022660	disease
C1565662	disease
C0206157	disease
C1292778	disease
C0686353	disease
C0005859	disease
C0030779	disease
C1854063	disease
C1843896	disease
C1868594	disease
C0751337	disease
C2931048	disease
C1861451	disease
C1864826	disease
C1843292	disease
C2748557	disease
C0748397	disease
C1843315	disease
C1862939	disease
C3279904	disease
C0268354	disease
C1832669	disease
C0410207	disease
C1842563	disease
C1868720	disease
C1800706	disease
C0023418	disease
C1852127	disease
C2931743	disease
C4011726	disease
C0020179	disease
C1832378	disease
C0268193	disease
C1858991	disease
C1844934	disease
C1300285	disease
C1856245	disease
C1850395	disease
C0476089	disease
C3472711	disease
C1847967	disease
C0751208	disease
C3501846	disease
C0016667	disease
C2752147	disease
C1839780	disease
C2936739	disease
C3887645	disease
C0795910	disease
C1969086	disease
C1845095	disease
C1862178	disease
C4721531	disease
C0010346	disease
C1857977	disease
C4317154	disease
C4552079	disease
C1955861	disease
C1968689	disease
C0796137	disease
C0268362	disease
C0729264	disease
C0004352	disease
C0009324	disease
C3489795	disease
C0035305	disease
C0033687	disease
C0032463	disease
C0406810	disease
C0270968	disease
